DESCRIPTION,CREATED_BY_ID,CLOSED_BY_ID,VEHICLE_ID,VEHICLE_METER_VALUE,VEHICLE_METER_UNIT,VEHICLE_METER_AT,CUSTOM_FIELDS,REPORTED_AT,RESOLVED_AT,RESOLVED_NOTE,STATE,CREATED_AT,UPDATED_AT
The knob that changes where the air comes out in the truck is broken and doesn’t change the location where air flows from.,246e996a1dc571217c4cc86271a6c771,,6e7526407fb18221d4dea60b7f165e26,184386.8091,km,2023-07-04T00:00:00Z,{},2023-02-25T14:53:00Z,2023-06-06T13:53:21.945Z,"I replaced the cracked knob
",resolved,2023-02-25T14:54:41.289Z,2023-06-06T13:53:22.101Z
Due for retorque. And Park break light on dashboard was on.,78d2eaff3a28e0874261445d80173ae7,,40664b378011143e2dc08ad441e20a5b,99504.90832,km,2023-07-04T00:00:00Z,"{
  ""priority"": ""false"",
  ""unit_tagged_out_of_service"": ""false""
}",2023-02-01T23:43:00Z,2023-02-11T10:00:00Z,,resolved,2023-02-01T23:48:20.898Z,2023-03-07T21:55:47.426Z
Both windshields are broken,c3369efabd32ca161b6106af9869702f,,48a081aff59dee2c5c05186ca1e49819,5894.75432,hr,2023-06-21T00:00:00Z,{},2023-06-21T15:30:00Z,,,open,2023-06-21T15:31:38.94Z,2023-06-21T15:31:38.94Z
The hydraulic line on top of the boom is worn will probably need to be replaced soon just trying to be prepared and possibly have the line here if needed,e403da1adfc7e2fe76a81078e1d9a776,,a611d77f38946f6d10e8cfb69fdb7b39,7464.411199,hr,2023-06-30T00:00:00Z,"{
  ""repair_priority"": """",
  ""scheduled_repair_date"": """"
}",2023-03-27T12:57:46.108Z,2023-06-02T17:01:00Z,,resolved,2023-03-27T12:59:17.455Z,2023-06-02T17:02:30.975Z
Need more transmission and diesel fluid for black containers display on saws,5ad233692be3f660afb5de834290b0b5,,a039516dbbb52eb69335f46b43c8187e,-24185.01919,mi,2023-06-29T00:00:00Z,{},2023-03-23T19:37:36.159Z,2023-03-27T14:18:47.807Z,,resolved,2023-03-23T19:38:34.035Z,2023-03-27T14:18:48.734Z
Screen flickers,8f112c6f6f6d8a66b9328975ff67f42e,,,,,,"{
  ""service_appointment_details"": """"
}",2023-03-17T20:02:22.621Z,2023-03-17T21:25:45.798Z,"Monitor wasn’t the issue, camera was the issue",resolved,2023-03-17T20:03:12.1Z,2023-03-17T21:25:45.848Z
Défaut axe port benne,34fb10052b410b64bbb80143edaf8421,,0e03f5d5a518bb0ce0c8abedb4899be4,143492.6618,km,2023-07-04T00:00:00Z,"{
  ""code_de_panne"": """",
  ""issue_codes"": """"
}",2023-01-03T10:42:00Z,2023-01-03T16:38:06.162Z,ok,resolved,2023-01-03T10:42:12.111Z,2023-01-03T16:38:06.221Z
Driver side brake light is out,,,51fb210f32ec198a404d6a9198cb6f67,2828.376727,mi,2023-06-02T00:00:00Z,{},2023-06-02T11:19:36Z,,,open,2023-06-02T11:19:36Z,2023-06-02T12:22:53.42Z
"pads, caliper align",,,4f722a36cb01561ae2dea25e2df45169,-4172.955082,mi,2023-06-19T00:00:00Z,{},2023-06-19T16:34:08.063Z,2023-06-19T16:35:06Z,,resolved,2023-06-19T16:34:08.331Z,2023-06-19T16:35:07.832Z
"Start inhibit, need to press the button to bypass, will go look later ",ef2b3810ea22e9100b2e53d1e7e6116e,,0140aaaa049256797291dcd5d33ff9ac,23410.7406,hr,2021-01-28T00:00:00Z,{},2023-02-14T16:30:01.918Z,2023-03-14T17:24:07.911Z,"Start inhibit went away, had code for steering but that was due to freezing cold hydraulic fluid. Once machine ran for 3 mins it went away. Plowed yard with it all good. ",resolved,2023-02-14T16:31:32.687Z,2023-03-14T17:24:08.021Z
LEFT DOOR MAGNET NEEDS TO REPAIR,fdaa94439089e86cf67c66f8f8f5adfe,,fc67518bb2d67b9098de8966b56c04eb,184648.1266,km,2023-07-02T00:00:00Z,,2023-06-07T22:30:00Z,2023-06-08T02:59:26.333Z,door magnet fixed,resolved,2023-06-08T00:38:48.235Z,2023-06-13T02:05:37.664Z
Light on not blinking,,,82fe5d25d4c4eceebc26d2ee9eeec26d,227726.4823,mi,2023-07-04T00:00:00Z,{},2023-06-14T13:53:54Z,,,open,2023-06-14T14:34:56.259Z,2023-06-14T14:34:56.259Z
Tues Road,22254586ded523cc7ff32301a789bf31,,d8df480a3f293bb1521d854224821b72,713067.7977,km,2023-06-25T00:00:00Z,{},2023-03-09T06:13:00Z,2023-03-10T06:15:32.924Z,Radiator hose leak. Repaired and water top up done.,resolved,2023-03-10T06:14:35.965Z,2023-03-10T06:15:32.962Z
"Driver side left turn signal, light bulb out",,,0b7806c85e8fe2befdf577bd5a587456,251730.4873,mi,2023-07-04T00:00:00Z,{},2023-03-30T15:31:09Z,2023-04-25T16:42:41.567Z,"truck was taken into penske, and they fixed the light",resolved,2023-03-30T16:36:21.037Z,2023-04-25T16:42:41.629Z
Mower 3 control handle weld broken,065403f9b9cca637bd2f6a26874757b7,,935a8bb8d693613792a270dc4f526c82,5951.016253,mi,2023-06-20T00:00:00Z,{},2023-05-15T12:31:43.374Z,2023-06-02T11:01:23.25Z,ordered new handle and replaced it  on the mower,resolved,2023-05-15T12:32:24.386Z,2023-06-02T11:01:23.334Z
Returned from a call with an odor. Found red fluid on the engine area. Pictures attached. Bomb Truck. South side,23d7904d35bd70f2bb301176c2f83ed0,,d52b0fb01fc776c5079f236a29c12fbb,6644.40086,mi,2023-06-15T00:00:00Z,{},2023-03-20T02:02:00Z,2023-03-20T04:00:00Z,,resolved,2023-03-20T02:03:20.944Z,2023-03-20T18:08:51.256Z
"tire, hub",3264b7acc673cbbad595a95e32ef8408,,45f337e18b97a364e02a1fbfee9460e9,-11920.4202,mi,2023-05-29T00:00:00Z,{},2023-01-20T21:53:01.445Z,2023-01-20T22:02:11Z,,resolved,2023-01-20T21:53:01.772Z,2023-01-20T22:02:16.021Z
flat,3264b7acc673cbbad595a95e32ef8408,,2aea19755bf419a5c6084e34f78911cd,-1240.109498,mi,2023-02-08T00:00:00Z,{},2023-01-07T15:05:24.633Z,2023-01-11T14:31:16Z,,resolved,2023-01-07T15:05:24.817Z,2023-01-11T14:31:19.814Z
Leaking from bottom of engine,,,af63cdb30f46d1229eab063069026e9d,131873.9363,mi,2023-02-17T00:00:00Z,{},2023-02-15T13:09:35Z,,,open,2023-02-15T13:09:35Z,2023-02-23T01:09:35.497Z
"Air-conditioning not functioning on cooling mode. heat only

Please advise if issue has been resolved, as no commentary since issue raised?",3042b8385f84b09cd434020213a2e4da,,84206f2ef044980d902749640edd9387,115111.6836,km,2023-07-04T00:00:00Z,,2023-06-05T23:18:00Z,2023-06-20T08:34:33.218Z,Issue has seemed to resolve itself in the meantime. Will continue to monitor.,resolved,2023-06-05T23:19:37.968Z,2023-06-20T08:34:33.286Z
Throttle cable,0ef4743038a97bfad73c9362d6a539fa,b35ca22fce3b7eb394e8f5f0094f495f,840156d6ff87a754cd685b7dbbc5e47b,10259.08311,hr,2023-06-13T00:00:00Z,{},2023-06-07T20:44:29.435Z,,,closed,2023-06-07T20:45:11.061Z,2023-06-12T20:03:15.272Z
2 doors want open,7a52a81b1652b8ecf25872beae78bc4d,,1d0263d55963a0237d3ac5d6239f16e0,23569.80516,mi,2023-06-30T00:00:00Z,{},2023-05-18T12:01:00Z,2023-05-18T12:02:17.369Z,repaired latches,resolved,2023-05-18T12:01:57.808Z,2023-05-18T12:02:17.4Z
"rotor wear, pads, caliper align",3264b7acc673cbbad595a95e32ef8408,,2ae73f234677865bac3e728ac85760a4,4077.281346,km,2023-06-26T00:00:00Z,{},2023-03-30T11:49:37.413Z,2023-03-30T11:50:20Z,,resolved,2023-03-30T11:49:37.597Z,2023-03-30T11:50:22.061Z
Both windshields need to be replaced,eec770bf63505a53ff062efc6d791a98,,cc1d8c2ac8ea6385ca0dc6156db7bc06,879902.8151,mi,2023-07-04T00:00:00Z,{},2023-01-24T13:49:00Z,2023-01-27T21:47:34.213Z,,resolved,2023-01-24T13:50:22.15Z,2023-01-27T21:47:34.268Z
hub,3264b7acc673cbbad595a95e32ef8408,,df3c0da0b270f3a11cd6e03a03885f61,-12004.35101,mi,2023-05-01T00:00:00Z,{},2023-04-11T06:17:32.197Z,2023-04-11T06:18:07Z,,resolved,2023-04-11T06:17:32.391Z,2023-04-11T06:18:09.276Z
Needs one. Doesn't touch ground,1d8b6270c84fc4867e1f24b6bd3eac53,,bf76caa2383350a91ad2378c740fc888,218503.7125,mi,2023-07-03T00:00:00Z,{},2023-06-26T05:31:02.969Z,2023-06-26T14:09:43.808Z,,resolved,2023-06-26T05:31:21.871Z,2023-06-26T14:11:16.475Z
Leaking from bottom of engine,,,09ea3b511d5e9385fb673bd35f570887,118346.3817,mi,2023-05-17T00:00:00Z,{},2023-05-15T14:37:39Z,,,open,2023-05-15T14:37:39Z,2023-05-23T02:37:39.284Z
P side F axle inside,6f8cef9ed40128581c71b4a6cadeea4f,,93aa4a8de6c8dda27072702522d9babc,358630.3103,km,2023-07-04T00:00:00Z,"{
  ""priority_level"": ""High""
}",2023-03-23T18:27:07.29Z,2023-03-23T05:00:00Z,,resolved,2023-03-23T18:27:37.142Z,2023-04-04T17:20:47.057Z
,9ed705c37b21675ce4b98757e7fed488,,6be6b46bdd3f3a0b10803ce909390659,473717.9282,km,2023-07-03T00:00:00Z,"{
  ""code_de_panne"": """",
  ""issue_codes"": """"
}",2023-02-06T13:31:00Z,2023-02-06T14:36:40.801Z,Ok,resolved,2023-02-06T13:28:56.17Z,2023-02-06T14:36:40.843Z
,fe629ca0b183eda611674e4481aa7971,,4bae2838e04a841ad040b653e3d8d6f3,156213.9387,mi,2023-06-26T00:00:00Z,{},2023-06-05T14:22:00Z,2023-06-05T18:30:23.648Z,,resolved,2023-06-05T14:26:09.319Z,2023-06-05T18:30:23.758Z
Hydraulics on truck drop,6ae71fd30612b5856a1404edf17f85f4,,ac5919db1e24a8dc3eb0181c0bbeddae,49929.35702,mi,2023-04-28T00:00:00Z,{},2023-02-04T00:47:46.332Z,2023-02-06T14:19:27.269Z,Repaired by specialty.,resolved,2023-02-04T00:48:59.232Z,2023-02-06T14:19:27.319Z
Check engine light on,,,f027ed4e00a9c01343012a037c30c09f,393093.2212,mi,2023-07-03T00:00:00Z,{},2023-04-04T19:43:28Z,,,open,2023-04-04T20:34:55.25Z,2023-04-04T20:34:55.25Z
"Connected to ecm found low oil pressure, assigned victor to change oil, cleared codes",6a8e06640b1f94ae18a2e3e6ed39683d,,9a704ea2eea2bc1904531656844af7e9,102013.3331,mi,2023-07-04T00:00:00Z,{},2023-05-25T22:01:50.325Z,2023-05-25T17:45:04Z,,resolved,2023-05-25T22:02:46.815Z,2023-06-02T12:59:25.187Z
Broken spring on passenger side of liftgate,,,9af3b647814fb5b41c7e4601dd332a24,384749.7074,mi,2023-07-04T00:00:00Z,{},2023-02-14T19:49:46Z,2023-03-31T17:24:00Z,,resolved,2023-02-14T20:35:13.059Z,2023-04-25T12:10:25.141Z
pads,,,78a0ce7e7b6fc66dc4e0cf384ca49f88,11514.27037,km,2023-06-22T00:00:00Z,{},2023-06-22T08:24:34.455Z,2023-06-22T11:01:59Z,,resolved,2023-06-22T08:24:34.646Z,2023-06-22T11:02:01.738Z
,5c67f49316674c8c9d5ecd69a87a1551,,a71af2f805974f403bd48d2f72d19679,222193.1402,mi,2023-07-04T00:00:00Z,{},2023-04-03T19:08:00Z,2023-04-05T19:09:58.875Z,,resolved,2023-04-03T19:11:09.433Z,2023-04-05T19:09:58.937Z
,59029c626570c8b66b556deadd2286a7,,85948c2fce8f3a9b68ae840b022e3aa2,1907.760146,hr,,{},2023-03-24T11:37:00Z,,,open,2023-03-24T11:38:00.571Z,2023-05-18T10:53:46.22Z
,ecf7a90900c1e7456d5a18b0f6a76eba,6bc3f8b06ddb311bcb997d9481d6c505,2b59b1168cacf10e677caf5d2b870be7,12634.75817,hr,2023-01-27T00:00:00Z,{},2023-01-27T18:46:18.528Z,,,closed,2023-01-27T18:48:11.107Z,2023-06-14T12:34:59.6Z
,6e86858d3dcc80ae4ea28467f5d2d1ad,,fe9d946062181d1bb8400fd2852f062c,19145.17747,mi,2023-07-03T00:00:00Z,{},2023-05-12T21:38:48.269Z,,,open,2023-05-12T21:43:25.987Z,2023-05-12T21:43:26.036Z
Fridge freezer not cooling up to required temp,e67527564bc378e1db64c361552c3941,,2365ec5d35cce378491a7528d576259f,324826.2529,km,2023-05-10T00:00:00Z,,2023-05-02T08:00:00Z,2023-05-03T08:09:19.53Z," fridge/freezer fixed, service done",resolved,2023-05-02T21:06:30.616Z,2023-05-03T08:09:19.597Z
,85b444cfd31dda00dffca97defddc827,,ca655295788142eb278f4843108bcdf3,48787.34569,mi,2022-12-30T00:00:00Z,{},2023-04-20T11:41:00Z,,,open,2023-04-20T11:42:49.776Z,2023-04-20T11:42:49.776Z
Pin slips out of the fire extinguisher. Missing plastic seal.,,,716898e875ff1d7aa0fb5a5a5e7e10aa,130534.3938,mi,2023-07-04T00:00:00Z,{},2023-06-14T18:16:00Z,,,open,2023-06-14T20:27:16.52Z,2023-06-14T21:14:17.318Z
Installed  2 batteries,d929638a2fdb0d210849a81c58e0cd7e,,a9d723e06aebbfeb7222d622ab5f5048,116228.8959,mi,2023-07-04T00:00:00Z,"{
  ""location_of_in-field_issue"": """",
  ""posted_on_white_board"": """",
  ""technician_name"": """"
}",2023-01-27T02:37:55.838Z,2023-01-27T02:40:00Z,,resolved,2023-01-27T03:41:27.291Z,2023-01-27T03:43:18.987Z
